2026-04-25 17:19:18,786 [INFO] callprofiler.cli.main: [reenrich-v2] Re-enriching v1 analyses for user=serhio limit=0
2026-04-25 17:19:19,191 [INFO] callprofiler.cli.main: [reenrich-v2] Deleting 3 v1 analyses to trigger re-enrichment
2026-04-25 17:19:19,936 [INFO] callprofiler.analyze.llm_client: ✓ LLM сервер доступен на http://127.0.0.1:8080/v1/chat/completions
2026-04-25 17:19:19,989 [INFO] callprofiler.bulk.enricher: [enricher] Найдено 15726 звонков для анализа (пользователь: serhio)
2026-04-25 17:19:50,370 [INFO] callprofiler.bulk.enricher: [enricher] 1/15726 call_id=4934 | ✓ | parse_status=parsed_ok | 30.4с/файл | ~16 tok/с | ETA 0с
2026-04-25 17:20:26,645 [INFO] callprofiler.bulk.enricher: [enricher] 2/15726 call_id=4935 | ✓ | parse_status=parsed_ok | 36.3с/файл | ~13 tok/с | ETA 1048093с
2026-04-25 17:21:01,762 [INFO] callprofiler.bulk.enricher: [enricher] 3/15726 call_id=4936 | ✓ | parse_status=parsed_ok | 35.1с/файл | ~15 tok/с | ETA 800085с
2026-04-25 17:21:28,564 [INFO] callprofiler.bulk.enricher: [enricher] 4/15726 call_id=4937 | ✓ | parse_status=parsed_ok | 26.8с/файл | ~12 tok/с | ETA 673819с
2026-04-25 17:21:46,662 [INFO] callprofiler.bulk.enricher: [enricher] 5/15726 call_id=4938 | [partial] | parse_status=parsed_ok | 18.1с/файл | ~8 tok/с | ETA 576462с
2026-04-25 17:22:07,962 [INFO] callprofiler.bulk.enricher: [enricher] 6/15726 call_id=4939 | ✓ | parse_status=parsed_ok | 21.3с/файл | ~14 tok/с | ETA 528108с
2026-04-25 17:22:47,066 [INFO] callprofiler.bulk.enricher: [enricher] 7/15726 call_id=4940 | ✓ | parse_status=parsed_ok | 39.1с/файл | ~15 tok/с | ETA 542507с
2026-04-25 17:23:21,515 [INFO] callprofiler.bulk.enricher: [enricher] 8/15726 call_id=4941 | ✓ | parse_status=parsed_ok | 34.4с/файл | ~14 tok/с | ETA 542329с
2026-04-25 17:23:47,060 [INFO] callprofiler.bulk.enricher: [enricher] 9/15726 call_id=4942 | ✓ | parse_status=parsed_ok | 25.5с/файл | ~15 tok/с | ETA 524694с
2026-04-25 17:24:06,928 [INFO] callprofiler.bulk.enricher: [enricher] 10/15726 call_id=4943 | ✓ | parse_status=parsed_ok | 19.9с/файл | ~11 tok/с | ETA 501058с
2026-04-25 17:24:40,295 [INFO] callprofiler.bulk.enricher: [enricher] 11/15726 call_id=4944 | ✓ | parse_status=parsed_ok | 33.4с/файл | ~16 tok/с | ETA 503360с
2026-04-25 17:25:00,554 [INFO] callprofiler.bulk.enricher: [enricher] 12/15726 call_id=4945 | ✓ | parse_status=parsed_ok | 20.3с/файл | ~13 tok/с | ETA 486513с
2026-04-25 17:25:18,613 [INFO] callprofiler.bulk.enricher: [enricher] 13/15726 call_id=4946 | [partial] | parse_status=parsed_ok | 18.1с/файл | ~8 tok/с | ETA 469588с
2026-04-25 17:25:53,001 [INFO] callprofiler.bulk.enricher: [enricher] 14/15726 call_id=4947 | ✓ | parse_status=parsed_ok | 34.4с/файл | ~17 tok/с | ETA 475001с
2026-04-25 17:26:30,002 [INFO] callprofiler.bulk.enricher: [enricher] 15/15726 call_id=4948 | ✓ | parse_status=parsed_ok | 37.0с/файл | ~15 tok/с | ETA 482566с
2026-04-25 17:27:07,905 [INFO] callprofiler.bulk.enricher: [enricher] 16/15726 call_id=4949 | ✓ | parse_status=parsed_ok | 37.9с/файл | ~17 tok/с | ETA 490064с
2026-04-25 17:27:38,372 [INFO] callprofiler.bulk.enricher: [enricher] 17/15726 call_id=4950 | ✓ | parse_status=parsed_ok | 30.5с/файл | ~16 tok/с | ETA 489319с
2026-04-25 17:28:00,343 [INFO] callprofiler.bulk.enricher: [enricher] 18/15726 call_id=4951 | ✓ | parse_status=parsed_ok | 22.0с/файл | ~10 tok/с | ETA 480807с
2026-04-25 17:28:23,273 [INFO] callprofiler.bulk.enricher: [enricher] 19/15726 call_id=4952 | ✓ | parse_status=parsed_ok | 22.9с/файл | ~9 tok/с | ETA 474075с
2026-04-25 17:28:57,758 [INFO] callprofiler.bulk.enricher: [enricher] 20/15726 call_id=4953 | ✓ | parse_status=parsed_ok | 34.5с/файл | ~17 tok/с | ETA 477602с
2026-04-25 17:29:22,243 [INFO] callprofiler.bulk.enricher: [enricher] 21/15726 call_id=4954 | ✓ | parse_status=parsed_ok | 24.5с/файл | ~13 tok/с | ETA 472920с
2026-04-25 17:29:40,552 [INFO] callprofiler.bulk.enricher: [enricher] 22/15726 call_id=4955 | ✓ | parse_status=parsed_ok | 18.3с/файл | ~12 tok/с | ETA 464063с
2026-04-25 17:30:10,927 [INFO] callprofiler.bulk.enricher: [enricher] 23/15726 call_id=4956 | ✓ | parse_status=parsed_ok | 30.4с/файл | ~15 tok/с | ETA 464621с
2026-04-25 17:30:48,289 [INFO] callprofiler.bulk.enricher: [enricher] 24/15726 call_id=4957 | ✓ | parse_status=parsed_ok | 37.4с/файл | ~15 tok/с | ETA 469899с
2026-04-25 17:31:14,974 [INFO] callprofiler.bulk.enricher: [enricher] 25/15726 call_id=4958 | ✓ | parse_status=parsed_ok | 26.7с/файл | ~12 tok/с | ETA 467749с
2026-04-25 17:31:41,736 [INFO] callprofiler.bulk.enricher: [enricher] 26/15726 call_id=4959 | ✓ | parse_status=parsed_ok | 26.8с/файл | ~15 tok/с | ETA 465817с
2026-04-25 17:32:26,164 [WARNING] callprofiler.analyze.response_parser: Не удалось распарсить JSON, пытаемся извлечь поля regex-ом (первые 300 символов): {
  "schema_version": "v2",
  "summary": "Рабочий разговор о подписании документов (приказ, договор). Сергей должен открыть PDF-файл, поставить подписи Бердникова и Мамаева, и отправить в систему RTS. Разговор хаотичный с множеством повторений и путаницы.",
  "category": "рабочий",
  "priority": 85,...
2026-04-25 17:32:26,165 [INFO] callprofiler.bulk.enricher: [enricher] 27/15726 call_id=4960 | ✓ | parse_status=parsed_partial | 44.4с/файл | ~16 tok/с | ETA 474699с
2026-04-25 17:32:53,008 [INFO] callprofiler.bulk.enricher: [enricher] 28/15726 call_id=4961 | ✓ | parse_status=parsed_ok | 26.8с/файл | ~14 tok/с | ETA 472695с
2026-04-25 17:33:32,408 [INFO] callprofiler.bulk.enricher: [enricher] 29/15726 call_id=4962 | ✓ | parse_status=parsed_ok | 39.4с/файл | ~16 tok/с | ETA 477872с
2026-04-25 17:34:04,021 [INFO] callprofiler.bulk.enricher: [enricher] 30/15726 call_id=4963 | ✓ | parse_status=parsed_ok | 31.6с/файл | ~16 tok/с | ETA 478475с
2026-04-25 17:34:33,110 [INFO] callprofiler.bulk.enricher: [enricher] 31/15726 call_id=4964 | ✓ | parse_status=parsed_ok | 29.1с/файл | ~15 tok/с | ETA 477714с
